,Age,Gender,Height_CM,Weight_KG,Body_Fat,Diastolic,Systolic,Grip_Force,Sit_and_BendForward_CM,Sit_Up_Counts,Broad_Jump_CM,Performance
10958,23,F,160.6,55.5,20.4,70,113,25.4,15.3,52,170,Good
10959,26,M,165.6,64.1,21.7,74,119,28.3,14.7,57,203,Average
10960,30,M,160.4,48.9,23.1,75,122,34.5,6.6,24,179,Weak
10961,39,M,180.0,77.7,18.7,99,155,50.8,25.0,43,227,Average
10962,34,M,178.1,74.0,12.1,74,127,46.6,4.7,40,262,Average
10963,47,F,158.2,53.9,25.1,73,143,25.8,17.3,42,167,Good
10964,63,M,161.0,68.9,25.64,83,136,42.2,8.7,30,162,Good
10965,23,M,178.2,73.6,15.0,87,147,46.6,14.9,34,241,Weak
10966,21,M,177.7,70.7,22.2,86,142,45.0,25.0,55,230,Strong
10967,40,M,173.0,76.4,22.8,90,157,40.2,14.0,35,218,Average
10968,60,F,151.9,59.0,37.1,92,148,20.4,7.8,0,101,Weak
10969,59,F,151.4,52.2,34.2,65,124,27.9,16.7,2,118,Weak
10970,36,M,178.6,86.4,29.0,82,140,51.6,0.7,38,192,Weak
10971,55,M,166.0,62.7,21.5,86,141,39.6,19.0,39,185,Strong
10972,21,F,166.6,64.9,30.7,84,141,28.8,23.4,61,182,Good
10973,29,M,170.2,70.14,16.5,67,113,47.8,-0.4,54,230,Weak
10974,21,M,179.3,74.46,12.0,82,133,50.9,18.0,54,242,Good
10975,28,M,190.6,78.8,15.2,74,120,41.0,9.5,51,242,Average
10976,27,M,176.5,69.1,12.1,70,130,58.6,18.5,53,220,Good
10977,21,M,177.6,72.4,21.9,70,123,49.3,7.8,49,250,Average
10978,58,M,167.7,65.4,14.8,65,108,43.9,7.8,48,180,Average
10979,60,M,166.6,59.2,20.3,80,121,32.3,13.5,38,185,Good
10980,43,M,171.4,87.7,31.7,79,135,42.9,-9.2,33,195,Weak
10981,25,M,179.4,81.36,25.3,68,121,44.8,2.9,56,215,Weak
10982,29,F,163.1,60.9,35.6,65,113,31.1,10.8,32,146,Average
10983,24,F,153.7,54.9,34.2,75,117,19.6,26.8,49,181,Average
10984,27,M,174.3,77.0,27.2,54,120,36.0,12.3,54,213,Weak
10985,41,M,174.7,72.6,17.8,74,120,35.8,18.5,40,201,Average
10986,59,F,156.4,54.8,28.3,70,123,20.0,14.7,6,108,Weak
10987,23,M,172.6,64.3,16.9,68,131,41.1,13.4,47,220,Average
10988,22,F,149.9,47.2,32.5,69,108,20.5,9.9,21,124,Weak
10989,32,M,168.8,62.6,18.5,66,108,38.0,11.4,46,224,Good
10990,23,F,168.8,56.1,20.6,82,134,34.1,24.3,42,181,Strong
10991,49,M,163.8,67.1,23.6,69,106,37.0,11.4,35,200,Average
10992,31,M,168.2,70.5,15.5,82,145,39.6,19.9,66,264,Average
10993,54,M,172.6,66.5,17.2,75,143,37.0,14.4,21,189,Weak
10994,36,M,173.0,71.7,18.8,70,130,45.1,19.6,57,228,Strong
10995,54,M,177.2,73.0,22.0,95,147,36.5,12.7,32,183,Weak
10996,27,F,169.8,58.2,24.5,61,111,30.1,17.5,53,151,Good
10997,22,M,179.2,81.4,25.2,69,112,40.1,14.0,46,197,Weak
10998,61,F,159.1,71.4,38.5,78,148,23.6,26.2,0,98,Weak
10999,37,F,163.0,54.9,16.1,80,148,32.6,26.7,58,201,Strong
11000,31,M,172.8,77.1,13.2,68,135,55.3,19.2,57,225,Strong
11001,25,F,160.1,57.5,27.1,92,140,34.4,28.8,53,162,Strong
11002,27,F,148.8,41.3,27.5,68,108,18.2,20.5,24,153,Average
11003,60,M,171.7,58.2,12.8,83,123,43.4,13.5,37,202,Strong
11004,30,M,167.5,65.3,16.3,60,109,39.8,13.7,46,235,Good
11005,25,F,168.0,64.5,30.9,44,113,31.6,17.3,33,182,Good
11006,22,M,171.4,70.0,23.1,73,140,39.1,8.9,47,212,Average
11007,24,M,169.5,68.3,27.4,74,119,34.2,-1.7,37,185,Weak
11008,60,M,167.9,72.2,28.6,91,153,31.6,-20.0,5,134,Weak
11009,29,M,178.6,89.7,21.0,93,134,45.8,11.4,53,223,Good
11010,23,F,162.5,54.4,27.5,57,109,33.7,-7.6,34,176,Weak
11011,55,M,163.1,62.1,20.6,88,147,36.0,12.9,31,173,Good
11012,27,F,166.7,47.9,24.9,56,115,21.8,19.0,20,151,Weak
11013,57,F,152.4,52.2,30.9,75,135,21.8,17.8,11,197,Average
11014,49,F,158.4,47.22,23.2,95,156,28.0,16.0,25,142,Good
11015,25,M,163.2,61.8,21.2,78,126,42.3,9.6,48,199,Average
11016,23,F,159.8,43.0,19.6,83,121,16.1,11.0,32,170,Average
11017,58,F,155.4,60.14,31.3,80,136,26.3,12.5,17,129,Average
11018,41,F,160.5,50.9,20.1,80,120,24.3,13.2,19,160,Average
11019,33,M,187.7,86.2,19.5,89,144,54.5,30.2,50,211,Good
11020,35,M,170.6,71.36,18.7,90,134,47.0,30.0,48,241,Strong
11021,21,M,171.1,65.5,15.2,69,148,36.8,16.4,42,203,Average
11022,30,M,179.7,79.3,13.7,86,132,51.0,16.0,53,252,Strong
11023,26,M,172.7,76.1,12.2,70,129,58.7,18.7,59,222,Strong
11024,50,F,167.6,61.5,25.1,88,141,26.3,19.2,34,159,Average
11025,27,M,170.9,76.9,15.4,74,138,46.2,15.8,49,226,Good
11026,21,M,169.9,70.6,14.3,75,136,39.3,19.2,60,246,Strong
11027,56,M,168.1,78.9,28.5,91,143,42.8,6.3,36,207,Weak
11028,45,F,163.5,51.56,21.3,81,115,23.3,15.8,25,130,Good
11029,23,M,181.8,87.3,18.2,86,153,44.4,1.2,37,129,Weak
11030,55,M,170.1,59.3,15.3,79,150,28.4,14.2,42,162,Weak
11031,28,M,175.8,76.9,19.0,91,137,38.8,12.8,57,233,Average
11032,40,F,164.7,41.7,18.0,81,108,16.9,-7.2,7,49,Weak
11033,60,M,161.1,57.5,15.7,74,156,35.2,17.4,31,157,Strong
11034,42,M,173.0,75.7,20.3,96,152,41.9,12.0,33,220,Average
11035,30,M,171.5,85.1,30.2,82,146,41.0,7.3,52,192,Weak
11036,39,M,167.4,89.3,26.6,89,130,43.9,14.8,49,218,Weak
11037,39,M,181.8,110.1,31.4,90,149,50.9,0.8,34,181,Weak
11038,31,M,169.8,72.5,20.8,85,148,45.7,17.6,42,211,Good
11039,25,M,170.8,71.4,25.7,67,129,42.6,14.8,49,231,Good
11040,25,F,166.5,53.2,26.5,75,113,21.6,17.6,47,174,Good
11041,61,M,173.0,85.6,35.8,91,132,41.4,20.1,34,172,Good
11042,37,F,160.0,57.6,22.7,92,151,28.2,19.0,28,102,Average
11043,52,F,155.4,59.6,30.5,79,126,30.0,2.8,25,137,Weak
11044,40,M,173.0,72.1,14.2,71,135,46.1,3.7,46,239,Weak
11045,63,F,155.7,57.8,30.3,82,117,22.7,7.1,0,93,Weak
11046,36,M,172.8,84.42,21.8,75,135,58.2,15.7,60,243,Strong
11047,27,M,175.8,81.1,24.0,89,129,45.9,14.1,41,201,Average
11048,30,M,173.9,74.02,18.1,75,131,57.4,22.0,58,243,Strong
11049,41,F,166.6,67.5,33.1,84,141,28.6,22.2,30,162,Good
11050,43,F,148.2,50.2,20.6,92,127,27.2,23.4,59,147,Strong
11051,26,M,180.1,74.1,26.1,79,128,31.9,3.7,49,198,Weak
11052,32,M,173.4,80.56,23.6,67,128,42.9,19.3,61,228,Average
11053,23,M,173.0,73.9,11.7,59,125,38.0,13.0,53,181,Good
11054,64,M,169.8,58.6,13.6,87,158,42.8,8.5,26,168,Good
11055,42,M,181.1,95.2,26.9,84,154,41.7,-3.0,35,203,Weak
11056,25,M,172.2,69.9,20.4,91,139,42.0,18.9,57,243,Good
11057,34,F,164.5,61.2,32.9,82,138,12.5,12.0,18,160,Weak
11058,32,F,163.1,60.5,30.0,79,135,31.3,27.3,37,190,Strong
11059,24,M,165.7,63.0,21.6,77,131,36.3,19.8,49,201,Good
11060,21,M,180.2,90.9,31.2,92,156,36.7,-1.3,38,223,Weak
11061,64,F,148.9,47.4,39.8,63,131,15.7,28.1,0,72,Weak
11062,25,M,173.8,72.8,25.0,96,145,48.2,12.2,52,213,Good
11063,25,M,177.2,75.4,12.6,78,118,63.1,22.8,59,276,Strong
11064,31,M,186.0,68.9,8.2,91,152,49.5,27.3,53,260,Strong
11065,35,F,166.8,53.3,21.3,86,117,27.8,23.0,47,180,Strong
11066,25,M,171.3,70.4,22.1,92,131,36.2,-8.0,45,196,Weak
11067,27,F,156.4,47.3,20.9,62,110,27.9,26.3,39,172,Good
11068,55,F,171.8,95.1,39.6,81,136,32.3,0.7,0,131,Weak
11069,24,M,175.3,69.6,20.5,75,118,33.3,22.1,55,218,Weak
11070,24,M,164.3,58.3,22.9,77,107,26.9,1.1,41,183,Weak
11071,23,F,161.9,50.6,22.0,78,116,36.5,25.5,47,172,Strong
11072,60,M,161.5,59.5,19.6,75,149,42.3,10.6,39,175,Good
11073,26,M,171.3,82.8,27.8,85,130,46.9,17.2,61,227,Good
11074,38,M,171.8,94.2,34.4,96,154,42.5,0.4,38,169,Weak
11075,22,F,162.5,64.1,39.5,91,131,17.4,21.4,25,129,Weak
11076,58,F,163.7,65.0,31.4,67,128,29.3,15.0,13,140,Average
11077,38,M,171.1,68.3,19.8,92,136,35.1,10.0,41,222,Average
11078,25,M,175.1,71.0,15.8,98,158,53.1,7.5,49,227,Average
11079,27,M,174.4,71.8,12.5,76,134,55.9,30.7,59,259,Strong
11080,23,F,166.3,68.1,33.0,71,111,25.9,25.2,40,190,Good
11081,28,M,179.5,73.3,19.6,59,100,40.8,4.5,43,225,Weak
11082,50,F,162.1,59.6,32.6,94,136,27.9,3.5,23,149,Weak
11083,55,M,162.0,57.4,15.7,86,137,37.4,12.5,48,185,Good
11084,30,M,172.6,102.7,28.3,96,160,57.5,11.2,48,246,Good
11085,35,M,180.0,76.7,20.1,95,159,53.6,21.3,45,242,Strong
11086,21,M,173.2,65.2,18.0,67,124,35.2,12.3,50,208,Average
11087,56,F,150.1,54.4,35.3,88,134,21.3,16.2,15,129,Good
11088,42,F,157.9,48.5,19.0,60,116,31.7,24.3,41,186,Strong
11089,29,F,164.1,70.5,26.1,92,125,41.3,19.8,56,211,Strong
11090,40,M,173.9,74.8,21.1,87,137,55.1,16.2,33,218,Average
11091,22,M,186.6,111.8,28.9,94,136,54.7,14.3,50,222,Good
11092,26,F,156.5,45.6,19.7,70,104,24.5,20.6,51,176,Strong
11093,24,F,159.3,68.9,39.1,63,127,24.5,19.3,30,168,Good
11094,61,F,157.8,55.4,34.1,52,100,23.2,14.1,2,148,Weak
11095,21,M,175.0,78.5,19.5,78,142,24.6,3.8,45,217,Weak
11096,27,M,171.1,78.0,25.1,77,123,37.7,17.3,53,214,Good
11097,23,M,170.3,66.1,19.2,62,126,36.9,11.1,46,210,Average
11098,64,M,167.9,69.4,26.3,71,141,31.6,19.5,32,181,Strong
11099,50,F,158.1,53.0,26.4,84,133,24.5,19.5,45,154,Strong
11100,21,F,164.0,58.2,28.9,87,141,24.4,25.7,45,173,Strong
11101,29,M,168.1,64.3,20.2,78,134,42.7,15.7,60,233,Strong
11102,32,M,178.6,86.4,25.4,83,133,51.9,17.9,41,205,Good
11103,23,F,164.7,50.5,20.9,59,105,29.1,11.3,15,157,Weak
11104,21,M,176.7,68.6,12.7,68,116,48.2,18.7,51,236,Good
11105,24,M,173.9,58.4,16.5,77,122,31.2,12.8,38,210,Weak
11106,59,M,163.7,61.0,17.1,83,134,43.1,19.4,49,209,Strong
11107,43,M,175.7,67.3,12.1,69,124,41.3,17.7,44,217,Strong
11108,27,F,159.6,43.5,19.4,64,99,23.7,23.4,45,155,Strong
11109,21,F,160.6,64.88,34.4,70,122,30.5,22.1,35,160,Good
11110,57,M,161.2,69.5,26.1,93,148,42.4,8.8,24,183,Weak
11111,22,F,168.9,57.68,29.0,80,146,22.7,20.9,40,171,Strong
11112,60,F,161.2,61.6,37.5,93,149,24.1,7.5,10,124,Weak
11113,49,F,153.8,53.8,33.3,75,115,26.7,12.8,3,101,Weak
11114,50,M,162.7,59.3,18.0,84,130,41.9,15.9,39,158,Good
11115,26,M,162.6,81.1,33.1,77,116,41.1,10.7,53,194,Weak
11116,62,M,153.4,56.5,29.6,89,153,31.6,12.9,26,160,Good
11117,51,F,162.0,47.0,13.2,80,120,20.5,23.2,32,149,Strong
11118,60,F,156.7,57.2,29.9,67,134,23.8,18.8,20,126,Good
11119,24,M,171.6,69.0,20.5,66,117,50.4,7.3,53,192,Average
11120,37,M,167.9,70.7,24.7,94,125,29.9,8.8,40,206,Average
11121,22,M,170.0,58.2,9.4,42,113,38.3,8.2,53,186,Average
11122,40,M,182.8,97.6,27.5,73,118,42.2,13.1,57,206,Weak
11123,63,M,163.1,61.5,24.9,61,107,36.3,9.7,22,178,Average
11124,21,M,178.5,81.0,27.2,92,132,41.0,20.6,46,230,Weak
11125,22,M,172.0,66.8,17.5,80,137,46.1,22.5,55,200,Average
11126,32,M,175.6,79.0,20.3,80,137,44.3,16.4,56,221,Strong
11127,26,F,170.8,56.1,18.4,56,114,35.4,25.6,46,195,Strong
11128,64,F,144.0,55.3,37.7,69,132,19.4,4.0,4,110,Weak
11129,64,M,163.7,65.8,32.6,89,154,27.7,13.0,20,106,Average
11130,21,F,159.2,58.3,32.6,65,114,26.6,28.0,43,164,Strong
11131,32,F,151.6,54.0,31.1,73,120,33.3,21.3,42,160,Strong
11132,35,M,166.7,71.2,21.4,87,136,39.9,20.7,47,225,Strong
11133,25,M,182.5,75.2,11.2,85,146,53.9,23.4,49,221,Good
11134,58,M,172.5,74.2,30.5,84,156,35.3,17.1,31,161,Average
11135,50,F,155.2,61.2,32.7,93,145,28.2,23.1,37,140,Strong
11136,25,F,161.0,58.3,32.8,67,107,25.3,25.0,37,147,Strong
11137,39,F,164.0,67.0,30.2,84,120,27.8,20.0,33,160,Good
11138,52,M,165.5,67.7,19.7,90,159,37.3,9.6,30,193,Weak
11139,21,M,179.4,103.3,26.1,95,157,51.6,5.9,40,218,Weak
11140,22,F,166.1,61.0,20.6,74,129,33.0,30.7,44,209,Strong
11141,37,M,169.7,68.4,21.0,99,141,38.3,7.4,55,197,Average
11142,45,M,166.0,57.6,15.5,68,133,36.7,12.5,38,199,Good
11143,48,F,161.5,60.6,26.3,82,118,29.9,20.2,32,156,Strong
11144,57,M,171.8,75.3,29.4,75,111,30.8,13.8,35,197,Weak
11145,30,M,190.6,138.1,30.3,82,131,52.3,4.3,30,181,Weak
11146,40,M,166.7,64.7,25.5,82,128,37.3,21.2,42,221,Good
11147,40,F,163.1,65.6,28.6,88,133,28.7,16.9,30,154,Good
11148,31,M,172.2,73.4,20.3,88,134,49.0,20.7,46,220,Good
11149,22,M,185.4,91.5,19.4,85,138,52.9,-6.5,52,239,Weak
11150,29,M,174.3,77.2,21.1,82,131,49.1,15.5,55,240,Strong
11151,25,F,160.0,56.2,26.6,46,99,26.0,23.8,47,178,Strong
11152,25,M,176.3,68.1,26.1,82,112,31.8,-5.8,30,165,Weak
11153,60,M,168.7,67.9,10.5,64,128,47.0,16.3,51,196,Strong
11154,62,M,169.1,70.9,22.8,92,155,42.1,14.6,46,204,Strong
11155,36,M,167.9,73.6,22.5,70,122,37.8,9.6,53,244,Good
11156,35,M,188.5,87.3,16.5,77,143,44.2,6.9,39,217,Average
11157,24,M,172.2,72.7,18.4,85,139,56.6,24.5,55,254,Strong
11158,31,M,183.6,80.5,24.4,76,122,40.4,-1.8,59,212,Weak
11159,34,F,166.7,59.1,26.9,60,105,29.3,21.6,31,153,Good
11160,26,M,183.6,91.6,24.4,67,132,52.7,14.7,39,209,Average
11161,24,F,158.6,47.7,24.1,69,107,25.5,24.9,35,145,Average
11162,28,M,170.5,71.6,21.0,73,140,49.4,17.0,52,220,Strong
11163,26,M,175.3,66.3,14.7,85,137,51.1,19.2,51,249,Strong
11164,26,F,155.0,46.2,28.2,64,112,26.0,23.2,39,180,Strong
11165,31,M,181.1,64.2,16.0,90,143,46.4,17.4,52,201,Strong
11166,25,M,173.4,67.3,19.2,79,130,44.5,16.4,52,225,Strong
11167,22,F,160.1,52.7,30.7,83,123,24.2,26.6,47,188,Strong
11168,36,F,154.7,52.4,22.1,74,118,29.4,22.5,60,149,Strong
11169,27,F,165.6,58.0,26.2,69,115,32.2,26.5,39,171,Strong
11170,22,F,169.3,58.4,23.8,65,123,27.1,12.9,27,169,Average
11171,40,M,168.8,68.8,20.3,81,120,48.0,11.4,47,220,Average
11172,28,F,158.9,56.5,32.4,89,127,27.5,16.5,50,130,Average
11173,34,M,177.7,68.1,24.3,64,131,37.1,7.3,39,189,Weak
11174,52,M,167.4,65.6,21.0,72,118,34.3,17.8,31,172,Weak
11175,28,M,161.9,68.32,28.9,80,120,38.8,12.0,42,190,Weak
11176,22,M,172.2,78.7,25.3,79,122,49.3,17.2,57,233,Good
11177,43,F,161.5,53.0,31.5,69,111,27.1,12.7,22,150,Average
11178,61,F,154.6,50.56,27.1,59,100,25.6,18.7,10,103,Average
11179,29,M,172.5,74.9,19.9,87,134,51.8,11.3,39,235,Average
11180,25,M,175.2,58.1,18.2,81,125,54.8,9.0,40,208,Average
11181,47,F,164.9,60.7,29.3,97,159,20.7,2.0,11,152,Weak
11182,60,M,166.9,62.6,21.2,97,133,12.2,16.2,29,209,Good
11183,40,M,172.0,61.8,8.0,77,132,44.0,15.4,58,192,Good
11184,21,M,168.7,70.1,26.1,84,130,41.3,9.8,32,213,Weak
11185,57,M,173.3,67.1,13.1,84,146,44.8,25.2,47,215,Strong
11186,25,M,175.9,65.02,14.2,92,137,39.4,15.1,54,227,Strong
11187,23,M,174.4,82.4,23.9,93,133,48.6,13.7,48,225,Average
11188,41,M,180.3,79.7,20.2,79,118,45.7,13.0,50,208,Average
11189,22,M,171.4,72.0,10.2,72,138,44.9,23.6,66,233,Strong
11190,64,M,172.0,72.0,21.9,85,127,40.8,5.5,36,167,Average
11191,30,M,172.9,76.2,20.2,87,140,47.9,20.9,55,241,Strong
11192,22,F,162.5,53.8,23.6,84,134,30.8,24.6,44,201,Strong
11193,27,M,166.3,70.7,20.9,81,139,40.2,5.7,51,211,Average
11194,21,M,180.3,86.4,30.9,85,136,37.0,1.2,29,191,Weak
11195,41,M,172.8,75.2,27.6,78,123,48.7,8.3,30,212,Weak
11196,44,F,159.9,49.8,27.1,76,123,13.3,25.5,19,153,Average
11197,63,F,159.4,60.9,18.9,96,154,26.6,27.0,20,130,Strong
11198,60,F,154.8,55.92,28.5,77,158,24.3,15.7,33,122,Good
11199,51,M,179.7,84.4,18.0,75,124,49.5,8.9,38,199,Average
11200,22,M,183.5,71.4,17.6,81,125,34.7,-10.1,44,208,Weak
11201,29,F,160.5,56.4,32.0,81,121,26.0,19.8,56,173,Good
11202,57,F,164.8,52.2,20.6,72,128,21.9,19.5,20,186,Strong
11203,28,F,165.7,69.3,31.7,61,113,33.0,21.1,40,192,Strong
11204,53,M,171.6,61.2,15.2,83,132,38.4,20.8,44,211,Strong
11205,21,M,175.1,71.4,18.4,42,93,39.6,28.6,57,241,Strong
11206,25,F,176.0,76.0,35.8,86,124,38.7,10.2,40,179,Average
11207,24,M,172.5,72.5,22.1,99,151,43.1,17.8,63,239,Good
11208,48,M,175.7,91.4,21.8,99,159,47.7,2.7,37,172,Weak
11209,44,M,168.3,74.6,23.0,97,136,50.1,17.7,33,192,Average
11210,45,F,160.6,59.2,35.7,58,93,19.9,25.4,19,91,Average
11211,30,M,168.3,68.0,23.4,80,127,41.6,26.6,54,208,Good
11212,21,M,180.1,76.9,17.6,75,154,48.6,9.1,50,223,Average
11213,23,F,163.7,54.5,29.5,76,131,29.1,15.2,43,167,Good
11214,43,F,158.7,65.4,28.0,87,142,33.0,25.2,42,182,Good
11215,40,F,153.8,50.8,29.9,68,112,23.7,18.2,29,156,Good
11216,21,F,161.1,65.72,34.8,80,120,32.6,17.6,30,166,Weak
11217,27,F,162.9,58.7,27.2,79,128,31.4,31.1,48,186,Strong
11218,31,M,169.1,68.0,21.4,84,137,41.5,14.6,57,216,Strong
11219,63,F,154.0,56.3,30.3,75,127,27.4,23.3,26,156,Strong
11220,29,M,177.1,77.4,15.2,90,149,61.0,23.0,61,282,Good
11221,38,F,162.6,59.6,25.7,77,126,30.3,20.0,36,164,Average
11222,49,F,159.0,61.0,34.8,67,113,22.6,10.8,10,134,Weak
11223,25,M,171.3,79.6,24.2,81,121,43.8,8.0,52,239,Average
11224,28,M,182.4,88.2,14.1,88,140,55.3,28.4,43,214,Weak
11225,44,F,164.3,53.9,22.0,75,110,29.5,14.3,23,133,Average
11226,21,F,169.8,54.4,24.2,80,120,24.2,-9.6,27,123,Weak
11227,58,M,164.3,86.0,33.6,94,151,40.9,-0.8,23,127,Weak
11228,25,F,165.9,50.1,17.4,53,108,26.4,24.5,36,183,Strong
11229,24,M,171.2,90.6,29.9,82,144,57.3,18.3,52,227,Good
11230,29,M,176.1,81.6,18.3,76,130,57.1,24.1,65,242,Strong
11231,34,F,158.5,58.9,25.1,67,112,27.0,21.3,25,159,Good
11232,51,F,155.8,66.2,35.3,87,146,27.4,19.2,28,114,Weak
11233,21,F,166.1,98.7,43.0,73,125,35.4,19.7,39,180,Weak
11234,57,F,159.7,52.5,29.2,80,130,25.9,17.8,17,134,Good
11235,38,F,160.7,52.7,21.2,74,131,26.0,23.6,45,186,Strong
11236,41,M,168.0,61.1,22.2,99,125,30.2,11.1,35,213,Weak
11237,64,F,140.5,49.6,32.1,71,116,22.4,25.3,19,152,Strong
11238,63,M,160.0,70.3,33.6,80,145,38.3,6.9,16,158,Weak
11239,24,M,175.6,65.7,9.8,69,122,44.6,13.1,61,240,Good
11240,44,M,172.3,69.3,22.9,75,130,39.7,15.4,39,221,Good
11241,29,M,171.2,70.36,22.4,96,155,40.0,17.4,53,214,Good
11242,47,F,162.5,63.6,32.7,97,153,20.3,22.6,19,130,Weak
11243,22,F,156.5,47.6,30.7,95,131,20.7,20.6,32,153,Good
11244,28,M,174.4,74.9,22.5,67,119,48.9,19.1,45,187,Average
11245,25,M,173.5,97.6,33.4,89,138,36.6,12.3,39,222,Weak
11246,26,M,164.8,67.4,25.9,91,146,39.8,14.6,54,210,Good
11247,51,M,172.7,72.5,17.5,78,140,49.0,16.8,36,206,Good
11248,26,F,164.6,54.7,29.1,61,106,27.2,19.9,47,191,Strong
11249,55,F,158.5,51.8,23.9,76,107,25.0,28.0,32,150,Strong
11250,36,F,161.8,48.1,30.4,68,109,24.9,17.2,6,133,Weak
11251,62,M,169.4,65.9,15.0,77,143,39.3,16.7,43,195,Strong
11252,47,F,154.2,59.2,29.7,71,136,24.3,16.2,23,155,Average
11253,60,M,172.4,69.5,26.7,95,145,46.5,8.5,25,180,Average
11254,22,M,179.0,74.6,18.1,75,154,41.7,7.1,54,186,Average
11255,29,M,162.9,76.3,21.4,80,123,48.1,-8.8,30,164,Weak
11256,58,F,156.7,58.1,28.8,95,159,26.6,21.2,30,150,Strong
11257,57,M,170.3,65.8,21.0,69,125,41.1,8.4,46,187,Average
11258,31,M,186.7,82.9,21.3,84,132,41.4,6.0,44,185,Average
11259,24,M,180.0,88.8,20.3,76,129,46.8,20.7,54,230,Average
11260,35,F,154.3,73.8,39.2,88,125,29.4,17.3,24,140,Weak
11261,38,M,166.8,71.0,19.4,83,145,42.6,17.6,54,223,Average
11262,45,M,176.6,72.3,19.7,84,152,49.7,18.6,35,222,Average
11263,42,M,173.2,65.8,25.0,77,142,37.5,4.8,37,176,Average
11264,22,M,166.9,52.5,17.2,95,123,33.4,4.5,47,237,Weak
11265,22,M,170.6,93.9,32.4,99,138,41.7,1.7,28,210,Weak
11266,30,M,169.4,62.4,13.6,103,154,33.5,16.5,54,197,Good
11267,27,M,181.0,73.14,13.5,70,121,45.8,21.1,61,239,Strong
11268,64,M,162.0,75.02,30.6,95,154,30.1,9.0,44,170,Good
11269,24,M,174.7,72.1,16.5,79,132,46.0,15.8,42,217,Average
11270,52,M,176.4,79.3,18.5,77,130,50.1,11.7,59,230,Good
11271,59,F,158.9,50.3,26.5,87,151,23.5,17.8,20,119,Average
11272,37,M,179.8,74.9,27.0,77,123,40.9,19.6,28,176,Weak
11273,41,F,160.2,71.3,38.4,69,116,22.0,8.0,18,125,Weak
11274,23,M,169.7,67.0,17.1,69,111,41.0,9.6,58,210,Average
11275,33,M,172.7,65.9,19.6,98,145,41.8,12.9,52,184,Good
11276,61,F,154.8,63.9,39.3,84,144,20.9,6.0,53,86,Weak
11277,23,M,174.8,73.8,21.3,72,126,33.9,-0.9,39,191,Weak
11278,22,M,168.9,65.4,24.7,90,124,29.3,2.4,34,189,Weak
11279,62,F,158.0,57.3,33.9,75,125,19.7,-0.2,10,133,Weak
11280,25,M,185.0,88.6,18.8,79,133,42.7,20.0,63,220,Good
11281,30,M,185.1,91.3,26.0,96,159,45.7,15.8,53,207,Good
11282,22,M,169.0,78.9,25.4,65,108,37.1,14.4,52,215,Good
11283,30,M,179.1,81.6,23.7,86,134,45.0,17.4,47,230,Good
11284,38,M,178.8,83.6,27.1,94,154,50.3,10.4,23,193,Weak
11285,24,M,177.4,73.7,19.8,70,129,39.2,9.8,48,230,Average
11286,34,M,176.0,67.92,14.6,78,123,45.2,13.8,50,233,Good
11287,21,M,176.6,79.7,19.7,80,130,40.0,14.0,46,195,Average
11288,23,M,164.3,65.9,25.3,80,119,36.9,16.6,49,219,Good
11289,54,F,157.7,56.4,27.4,69,157,25.2,9.1,0,104,Weak
11290,32,F,168.7,64.8,26.6,81,127,29.9,24.3,31,158,Strong
11291,56,F,162.7,57.8,24.4,73,128,28.8,27.0,19,175,Good
11292,23,M,175.6,65.5,13.2,84,133,35.4,19.8,55,224,Average
11293,24,F,163.7,55.3,27.3,85,112,23.8,15.3,41,158,Good
11294,46,M,168.3,60.6,20.3,80,127,42.5,6.6,43,189,Average
11295,35,M,177.3,72.4,12.8,72,129,40.6,13.0,58,236,Good
11296,59,M,161.5,53.9,18.3,76,126,42.1,13.1,34,181,Good
11297,23,F,173.0,80.7,34.8,91,130,35.8,20.7,35,192,Good
11298,59,F,159.8,64.9,34.2,82,131,24.6,16.2,26,125,Weak
11299,21,F,156.5,55.9,31.7,62,107,21.7,-10.9,58,156,Weak
11300,51,M,180.6,75.9,13.6,96,155,62.9,12.1,39,215,Good
11301,49,F,159.0,53.1,25.4,73,124,24.3,15.4,27,162,Good
11302,23,F,161.5,56.9,25.5,82,123,31.0,20.9,45,188,Strong
11303,60,M,170.4,64.5,25.9,79,120,42.2,18.8,43,210,Strong
11304,42,F,162.4,60.7,24.0,66,100,37.4,21.5,43,172,Strong
11305,32,M,178.5,74.6,21.2,73,143,42.1,7.2,56,193,Average
11306,48,M,171.9,72.6,24.8,98,145,41.4,15.1,43,212,Good
11307,21,F,158.6,53.8,27.9,83,134,23.1,16.3,32,165,Good
11308,43,M,168.3,83.1,27.7,97,153,41.4,-5.1,22,183,Weak
11309,39,M,174.8,71.0,11.7,75,137,46.1,16.5,45,237,Strong
11310,55,F,158.4,71.1,39.8,86,152,28.3,7.5,8,136,Weak
11311,45,M,169.6,67.9,19.3,71,114,43.7,15.4,50,213,Strong
11312,26,M,167.8,65.1,12.3,76,134,39.3,16.3,62,224,Strong
11313,62,F,164.9,60.6,23.9,77,121,31.1,25.5,29,142,Strong
11314,21,M,174.7,75.1,13.3,75,104,55.2,24.5,52,225,Good
11315,62,F,159.5,54.0,26.3,71,129,29.4,28.1,27,161,Strong
11316,51,F,152.6,46.3,24.9,77,117,17.4,16.0,15,141,Average
11317,58,M,161.3,52.4,25.3,79,156,27.0,7.0,14,159,Weak
